postal_code,category,number_licensed
M3M 1M2,BUILDING RENOVATOR,1
M3M 1M2,PLUMBING CONTRACTOR,1
M3M 1M9,BUILDING RENOVATOR,1
M3M 1N6,BUILDING RENOVATOR,1
M3M 1R1,BUILDING RENOVATOR,1
M3M 1S5,EATING ESTABLISHMENT,2
M3M 1S6,BUILDING RENOVATOR,1
M3M 1S8,BUILDING RENOVATOR,1
M3M 1T4,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M3M 1V8,BUILDING RENOVATOR,1
M3M 1W6,HEATING CONTRACTOR,1
M3M 1X2,BUILDING RENOVATOR,1
M3M 1Y1,HEATING CONTRACTOR,1
M3M 1Z3,BUILDING RENOVATOR,1
M3M 2A5,CLOTHING DROP BOX LOCATION PERMIT,1
M3M 2A9,BUILDING RENOVATOR,1
M3M 2B7,DRIVEWAY PAVING CONTRACTOR,1
M3M 2C7,BUILDING RENOVATOR,2
M3M 2C8,BUILDING RENOVATOR,1
M3M 2E9,COMMERCIAL PARKING LOT,3
M3M 2E9,EATING ESTABLISHMENT,2
M3M 2E9,LAUNDRY,1
M3M 2E9,PERSONAL SERVICES SETTINGS,1
M3M 2E9,PUBLIC GARAGE,9
M3M 2E9,RETAIL STORE (FOOD),6
M3M 2E9,TEMPORARY SIGN - MOBILE,6
M3M 2G1,EATING ESTABLISHMENT,10
M3M 2G1,PAYDAY LOAN,1
M3M 2G1,PERSONAL SERVICES SETTINGS,2
M3M 2G1,PRECIOUS METAL SHOP,1
M3M 2G1,SIDEWALK VENDING,1
M3M 2G1,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),2
M3M 2G2,CLOTHING DROP BOX LOCATION PERMIT,2
M3M 2G2,EATING ESTABLISHMENT,5
M3M 2G2,RETAIL STORE (FOOD),3
M3M 2G4,COMMERCIAL PARKING LOT,2
M3M 2G4,RETAIL STORE (FOOD),1
M3M 2G6,HOLISTIC CENTRE,2
M3M 2G6,PERSONAL SERVICES SETTINGS,2
M3M 2G6,RETAIL STORE (FOOD),2
M3M 2G7,BILLIARD HALL,1
M3M 2G7,EATING ESTABLISHMENT,8
M3M 2G7,LAUNDRY,4
M3M 2G7,PLACE OF AMUSEMENT,1
M3M 2G7,PUBLIC HALL,1
M3M 2G7,RETAIL STORE (FOOD),5
M3M 2G8,PERSONAL SERVICES SETTINGS,4
M3M 2G8,RETAIL STORE (FOOD),6
M3M 2G9,CLOTHING DROP BOX LOCATION PERMIT,1
M3M 2G9,EATING ESTABLISHMENT,3
M3M 2G9,PAYDAY LOAN,1
M3M 2G9,PERSONAL SERVICES SETTINGS,5
M3M 2G9,PUBLIC GARAGE,2
M3M 2G9,RETAIL STORE (FOOD),7
M3M 2G9,SECOND HAND SHOP,1
M3M 2H7,DRIVING SCHOOL OPERATOR (B),3
M3M 2H7,EATING ESTABLISHMENT,26
M3M 2H7,HOLISTIC CENTRE,2
M3M 2H7,LAUNDRY,7
M3M 2H7,PERSONAL SERVICES SETTINGS,12
M3M 2H7,PLACE OF AMUSEMENT,1
M3M 2H7,PRECIOUS METAL SHOP,1
M3M 2H7,RETAIL STORE (FOOD),25
M3M 2H7,SECOND HAND SHOP,1
M3M 2H7,TEMPORARY FIREWORKS VENDOR (OVER 25 KG),1
M3M 2H7,TEMPORARY SIGN - MOBILE,1
M3M 2H8,BILLIARD HALL,3
M3M 2K3,BUILDING RENOVATOR,1
M3M 2K5,BUILDING RENOVATOR,1
M3M 2L2,BUILDING RENOVATOR,1
M3M 2M6,BUILDING RENOVATOR,1
M3M 2N1,PLUMBING CONTRACTOR,1
M3M 2N4,BUILDING RENOVATOR,1
M3M 2N9,BUILDING RENOVATOR,2
M3M 2R4,BUILDING RENOVATOR,1
M3M 2R9,PLUMBING CONTRACTOR,1
M3M 2S6,TOW TRUCK OWNER,1
M3M 2V3,SECOND HAND SHOP,1
M3M 2V6,BUILDING RENOVATOR,1
M3M 2W9,EATING ESTABLISHMENT,1
M3M 2X1,CLOTHING DROP BOX LOCATION PERMIT,1
M3M 3B9,EATING ESTABLISHMENT,2
M3M 3C1,DRIVING SCHOOL OPERATOR (V),1
M3M 3C6,EATING ESTABLISHMENT,3
M3M 3C6,RETAIL STORE (FOOD),4
M3M 3G2,EATING ESTABLISHMENT,1
M3M 3G2,RETAIL STORE (FOOD),1
M3M 3G3,EATING ESTABLISHMENT,3
M3M 3H8,TORONTO TAXICAB OWNER,1
M3M 3X4,EATING ESTABLISHMENT,2
M3M 3X4,RETAIL STORE (FOOD),4
M3N,BUILDING RENOVATOR,23
M3N,COLLECTOR OF SECOND HAND GOODS,3
M3N,DRAIN CONTRACTOR,1
M3N,DRAIN LAYER,1
M3N,DRIVING INSTRUCTOR (V),25
M3N,DRIVING SCHOOL OPERATOR (V),2
M3N,HAWKER/PEDLAR ON FOOT,13
M3N,HAWKER/PEDLAR WITH MOTOR VEHICLE,5
M3N,HEATING CONTRACTOR,3
M3N,MASTER HEATING INSTALLER,7
M3N,MASTER PLUMBER,6
M3N,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M3N,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,9
M3N,PLUMBING CONTRACTOR,1
M3N,TAXICAB OWNER,42
M3N,TORONTO TAXICAB OWNER,5
M3N,TOW TRUCK OWNER,5
M3N 1A3,CLOTHING DROP BOX LOCATION PERMIT,2
M3N 1A3,TEMPORARY SIGN - MOBILE,4
M3N 1G6,HEATING CONTRACTOR,1
M3N 1H4,EATING ESTABLISHMENT,3
M3N 1H4,PUBLIC GARAGE,8
M3N 1H4,RETAIL STORE (FOOD),5
M3N 1H4,TOW TRUCK OWNER,3
M3N 1H5,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 1H5,LAUNDRY,1
M3N 1H5,PUBLIC GARAGE,8
M3N 1H5,RETAIL STORE (FOOD),5
M3N 1H5,SECOND HAND SHOP,1
M3N 1H5,TAXICAB OPERATOR,1
M3N 1H5,TAXICAB OWNER,116
M3N 1H6,PUBLIC GARAGE,2
M3N 1H6,TAXICAB BROKER,1
M3N 1H6,TAXICAB OWNER,6
M3N 1H7,DRIVING SCHOOL OPERATOR (B),1
M3N 1H7,EATING ESTABLISHMENT,6
M3N 1H7,PUBLIC GARAGE,6
M3N 1H7,RETAIL STORE (FOOD),14
M3N 1H8,BUILDING RENOVATOR,1
M3N 1H8,EATING ESTABLISHMENT,7
M3N 1H8,PERSONAL SERVICES SETTINGS,1
M3N 1H8,PLUMBING CONTRACTOR,1
M3N 1H8,PUBLIC GARAGE,3
M3N 1H8,RETAIL STORE (FOOD),4
M3N 1J5,EATING ESTABLISHMENT,2
M3N 1J7,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 1K4,MOBILE VENDING (ICE CREAM TRUCK),1
M3N 1K4,MOTORIZED REFRESHMENT VEHICLE OWNER,2
M3N 1L6,BUILDING RENOVATOR,1
M3N 1N1,COMMERCIAL PARKING LOT,1
M3N 1N1,EATING ESTABLISHMENT,1
M3N 1N1,RETAIL STORE (FOOD),1
M3N 1P1,TOW TRUCK OWNER,3
M3N 1R3,BUILDING RENOVATOR,1
M3N 1R3,TOW TRUCK OWNER,1
M3N 1R6,RETAIL STORE (FOOD),1
M3N 1S4,EATING ESTABLISHMENT,2
M3N 1S5,BUILDING RENOVATOR,1
M3N 1S5,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 1S8,BUILDING RENOVATOR,1
M3N 1T4,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 1V1,PERSONAL SERVICES SETTINGS,1
M3N 1V4,HEATING CONTRACTOR,2
M3N 1V5,DRAIN CONTRACTOR,2
M3N 1V7,BUILDING RENOVATOR,6
M3N 1V7,DRIVING SCHOOL OPERATOR (B),1
M3N 1V7,EATING ESTABLISHMENT,6
M3N 1V7,PAWN SHOP,1
M3N 1V7,PAYDAY LOAN,1
M3N 1V7,PERSONAL SERVICES SETTINGS,2
M3N 1V7,PRECIOUS METAL SHOP,1
M3N 1V7,PUBLIC GARAGE,2
M3N 1V7,RETAIL STORE (FOOD),3
M3N 1V7,TEMPORARY SIGN - MOBILE,15
M3N 1V9,PRIVATE PARKING ENFORCEMENT AGENCY,1
M3N 1V9,PUBLIC GARAGE,35
M3N 1V9,RETAIL STORE (FOOD),2
M3N 1V9,SECOND HAND SHOP,2
M3N 1V9,TAXICAB BROKER,1
M3N 1V9,TOW TRUCK OWNER,2
M3N 1W2,BUILDING RENOVATOR,1
M3N 1W2,PUBLIC GARAGE,11
M3N 1W4,MOTORIZED REFRESHMENT VEHICLE OWNER,27
M3N 1W4,PUBLIC GARAGE,15
M3N 1W4,TAXICAB BROKER,1
M3N 1W5,BUILDING RENOVATOR,1
M3N 1W5,EATING ESTABLISHMENT,1
M3N 1W5,PUBLIC GARAGE,1
M3N 1W5,TEMPORARY SIGN - MOBILE,3
M3N 1W7,BUILDING RENOVATOR,3
M3N 1W7,EATING ESTABLISHMENT,4
M3N 1W7,HOLISTIC CENTRE,4
M3N 1W7,PRIVATE PARKING ENFORCEMENT AGENCY,1
M3N 1W7,RETAIL STORE (FOOD),3
M3N 1W8,BUILDING RENOVATOR,3
M3N 1W8,EATING ESTABLISHMENT,1
M3N 1W8,RETAIL STORE (FOOD),3
M3N 1W8,SECOND HAND SHOP,2
M3N 1X1,DRIVE-SELF RENTAL OWNER,1
M3N 1X1,EATING ESTABLISHMENT,8
M3N 1X1,RETAIL STORE (FOOD),3
M3N 1X3,DRIVING SCHOOL OPERATOR (B),1
M3N 1X3,HEATING CONTRACTOR,1
M3N 1X3,PUBLIC GARAGE,12
M3N 1X3,RETAIL STORE (FOOD),1
M3N 1Y2,DRAIN CONTRACTOR,1
M3N 1Y2,PUBLIC GARAGE,33
M3N 1Y7,BUILDING RENOVATOR,1
M3N 1Y7,RETAIL STORE (FOOD),1
M3N 1Y7,TEMPORARY SIGN - MOBILE,2
M3N 1Z2,TOW TRUCK OWNER,1
M3N 2B9,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2C3,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2C4,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2E2,BUILDING RENOVATOR,1
M3N 2H1,EATING ESTABLISHMENT,3
M3N 2H1,RETAIL STORE (FOOD),1
M3N 2H8,BUILDING RENOVATOR,1
M3N 2H9,PUBLIC GARAGE,2
M3N 2J2,DRIVING SCHOOL OPERATOR (B),2
M3N 2J2,RETAIL STORE (FOOD),2
M3N 2J2,TEMPORARY SIGN - MOBILE,9
M3N 2J5,DRIVING SCHOOL OPERATOR (B),3
M3N 2J5,EATING ESTABLISHMENT,22
M3N 2J5,LAUNDRY,8
M3N 2J5,PERSONAL SERVICES SETTINGS,5
M3N 2J5,PUBLIC GARAGE,3
M3N 2J5,RETAIL STORE (FOOD),37
M3N 2J6,PRECIOUS METAL SHOP,1
M3N 2J6,TEMPORARY SIGN - MOBILE,1
M3N 2J7,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2J9,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2K1,EATING ESTABLISHMENT,13
M3N 2K1,PERSONAL SERVICES SETTINGS,5
M3N 2K1,RETAIL STORE (FOOD),27
M3N 2K1,SECOND HAND SHOP,3
M3N 2K1,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
M3N 2K1,TEMPORARY SIGN - MOBILE,1
M3N 2K2,EATING ESTABLISHMENT,2
M3N 2K2,PLACE OF AMUSEMENT,1
M3N 2K2,PUBLIC GARAGE,3
M3N 2K4,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2K5,RETAIL STORE (FOOD),1
M3N 2K7,EATING ESTABLISHMENT,2
M3N 2L2,EATING ESTABLISHMENT,8
M3N 2L2,LAUNDRY,2
M3N 2L2,PERSONAL SERVICES SETTINGS,2
M3N 2L2,PUBLIC GARAGE,6
M3N 2L2,RETAIL STORE (FOOD),13
M3N 2L7,BUILDING RENOVATOR,1
M3N 2P3,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2P4,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2P4,TOW TRUCK OWNER,1
M3N 2P6,EATING ESTABLISHMENT,5
M3N 2P6,RETAIL STORE (FOOD),10
M3N 2P8,PERSONAL SERVICES SETTINGS,1
M3N 2P8,TOW TRUCK OWNER,1
M3N 2R5,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2S5,BUILDING RENOVATOR,5
M3N 2S5,DRAIN CONTRACTOR,1
M3N 2S5,PUBLIC GARAGE,1
M3N 2S5,TAXICAB BROKER,1
M3N 2T2,TORONTO TAXICAB OWNER,1
M3N 2T8,COMMERCIAL PARKING LOT,1
M3N 2V2,CLOTHING DROP BOX LOCATION PERMIT,4
M3N 2V2,EATING ESTABLISHMENT,24
M3N 2V2,LAUNDRY,4
M3N 2V2,PAYDAY LOAN,1
M3N 2V2,PERSONAL SERVICES SETTINGS,5
M3N 2V2,PRECIOUS METAL SHOP,1
M3N 2V2,RETAIL STORE (FOOD),11
M3N 2V2,SECOND HAND SHOP,3
M3N 2V2,SMOKE SHOP,1
M3N 2V2,VAPOUR PRODUCT RETAILER,1
M3N 2V3,CLOTHING DROP BOX LOCATION PERMIT,5
M3N 2V3,DRIVING SCHOOL OPERATOR (B),5
M3N 2V3,EATING ESTABLISHMENT,25
M3N 2V3,HOLISTIC CENTRE,2
M3N 2V3,LAUNDRY,1
M3N 2V3,PAYDAY LOAN,1
M3N 2V3,PERSONAL SERVICES SETTINGS,7
M3N 2V3,PRECIOUS METAL SHOP,1
M3N 2V3,PUBLIC HALL,1
M3N 2V3,RETAIL STORE (FOOD),26
M3N 2V3,SMOKE SHOP,1
M3N 2V3,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),4
M3N 2V3,TEMPORARY SIGN - MOBILE,1
M3N 2V4,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2V6,RETAIL STORE (FOOD),5
M3N 2V7,COMMERCIAL PARKING LOT,1
M3N 2V7,EATING ESTABLISHMENT,7
M3N 2V7,RETAIL STORE (FOOD),3
M3N 2W3,PLUMBING CONTRACTOR,1
M3N 2W5,COMMERCIAL PARKING LOT,1
M3N 2X7,COMMERCIAL PARKING LOT,1
M3N 2X7,EATING ESTABLISHMENT,2
M3N 2X7,PERSONAL SERVICES SETTINGS,4
M3N 2X7,RETAIL STORE (FOOD),3
M3N 2Y2,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2Y2,TEMPORARY SIGN - MOBILE,1
M3N 2Z1,CLOTHING DROP BOX LOCATION PERMIT,1
M3N 2Z2,PUBLIC GARAGE,4
M3N 2Z4,EATING ESTABLISHMENT,19
M3N 2Z4,HOLISTIC CENTRE,9
M3N 2Z4,PUBLIC GARAGE,39
M3N 2Z4,RETAIL STORE (FOOD),7
M3N 2Z4,TAXICAB BROKER,1
M3N 2Z4,TEMPORARY SIGN - MOBILE,1
M3N 2Z4,TOW TRUCK OWNER,2
M3N 2Z9,COMMERCIAL PARKING LOT,1
M3N 2Z9,RETAIL STORE (FOOD),2
M3N 3A1,EATING ESTABLISHMENT,31
M3N 3A1,LAUNDRY,3
M3N 3A1,PAWN SHOP,1
M3N 3A1,PERSONAL SERVICES SETTINGS,1
M3N 3A1,RETAIL STORE (FOOD),22
M3N 3A1,SECOND HAND SHOP,2
M3N 3A1,SMOKE SHOP,3
M3N 3A1,TEMPORARY SIGN - MOBILE,10
M3N 3A4,CLOTHING DROP BOX LOCATION PERMIT,3
M3N 3A4,RETAIL STORE (FOOD),2
M3N 3N3,EATING ESTABLISHMENT,3
M3N 3N3,TEMPORARY SIGN - MOBILE,2
M3P 3L2,RETAIL STORE (FOOD),4
M3Y 0G6,RETAIL STORE (FOOD),1
M4A,AUCTIONEER,1
M4A,BUILDING RENOVATOR,11
M4A,DRAIN LAYER,1
M4A,DRIVEWAY PAVING CONTRACTOR,1
M4A,DRIVING INSTRUCTOR (V),8
M4A,DRIVING SCHOOL OPERATOR (V),2
M4A,HAWKER/PEDLAR ON FOOT,7
M4A,HEATING CONTRACTOR,1
M4A,LIMOUSINE OWNER,2
M4A,MASTER HEATING INSTALLER,7
M4A,MASTER PLUMBER,6
M4A,MOTORIZED REFRESHMENT VEHICLE OWNER,2
M4A,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,6
M4A,PLUMBING & HEATING CONTRACTOR,1
M4A,PLUMBING CONTRACTOR,4
M4A,TAXICAB OWNER,41
M4A,TORONTO TAXICAB OWNER,5
M4A,TOW TRUCK OWNER,2
M4A 0A3,BUILDING RENOVATOR,1
M4A 1A9,BUILDING RENOVATOR,1
M4A 1A9,EATING ESTABLISHMENT,3
M4A 1A9,PUBLIC GARAGE,9
M4A 1A9,RETAIL STORE (FOOD),1
M4A 1A9,TOW TRUCK OWNER,69
M4A 1B3,HEATING CONTRACTOR,1
M4A 1B3,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4A 1B8,TEMPORARY SIGN - MOBILE,1
M4A 1E1,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 1E1,PLACE OF AMUSEMENT,1
M4A 1E1,PUBLIC GARAGE,1
M4A 1E1,PUBLIC HALL,3
M4A 1E1,RETAIL STORE (FOOD),3
M4A 1E1,SECOND HAND SHOP,2
M4A 1E6,EATING ESTABLISHMENT,3
M4A 1E6,PUBLIC GARAGE,7
M4A 1E6,TOW TRUCK OWNER,178
M4A 1E8,TEMPORARY SIGN - MOBILE,2
M4A 1G5,BUILDING RENOVATOR,1
M4A 1H2,BUILDING RENOVATOR,1
M4A 1H2,RETAIL STORE (FOOD),4
M4A 1H2,SECOND HAND SHOP,3
M4A 1H5,PUBLIC GARAGE,3
M4A 1H9,BODY RUB PARLOUR,2
M4A 1J6,DRIVE-SELF RENTAL OWNER,2
M4A 1J6,EATING ESTABLISHMENT,2
M4A 1J6,PUBLIC GARAGE,9
M4A 1J6,TEMPORARY SIGN - MOBILE,4
M4A 1J7,BUILDING RENOVATOR,1
M4A 1J8,EATING ESTABLISHMENT,9
M4A 1J8,LAUNDRY,1
M4A 1J8,PAYDAY LOAN,1
M4A 1J8,PERSONAL SERVICES SETTINGS,1
M4A 1J8,PRECIOUS METAL SHOP,1
M4A 1J8,PUBLIC GARAGE,6
M4A 1J8,RETAIL STORE (FOOD),4
M4A 1J8,TEMPORARY SIGN - MOBILE,7
M4A 1K2,PLUMBING CONTRACTOR,1
M4A 1K3,BUILDING RENOVATOR,1
M4A 1L1,TAXICAB OWNER,1
M4A 1L1,TOW TRUCK OWNER,6
M4A 1L9,CLOTHING DROP BOX LOCATION PERMIT,2
M4A 1L9,TEMPORARY SIGN - MOBILE,2
M4A 1M2,TEMPORARY SIGN - MOBILE,1
M4A 1M7,BUILDING CLEANER,1
M4A 1P2,BUILDING RENOVATOR,1
M4A 1R1,HEATING CONTRACTOR,1
M4A 1R5,DRIVEWAY PAVING CONTRACTOR,1
M4A 1R7,HEATING CONTRACTOR,3
M4A 1R9,BUILDING RENOVATOR,1
M4A 1T9,BUILDING RENOVATOR,1
M4A 1W3,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 1W4,EATING ESTABLISHMENT,3
M4A 1W4,PUBLIC GARAGE,17
M4A 1W4,TEMPORARY SIGN - MOBILE,1
M4A 1W5,CLOTHING DROP BOX LOCATION PERMIT,2
M4A 1W5,EATING ESTABLISHMENT,1
M4A 1W5,LAUNDRY,2
M4A 1W5,RETAIL STORE (FOOD),2
M4A 1W5,VAPOUR PRODUCT RETAILER,1
M4A 1W7,EATING ESTABLISHMENT,2
M4A 1W7,PUBLIC GARAGE,3
M4A 1W7,RETAIL STORE (FOOD),1
M4A 1W7,TEMPORARY SIGN - MOBILE,5
M4A 1W8,BUILDING RENOVATOR,4
M4A 1W8,DRIVE-SELF RENTAL OWNER,1
M4A 1W8,TEMPORARY SIGN - MOBILE,3
M4A 1W9,DRIVING SCHOOL OPERATOR (B),3
M4A 1W9,EATING ESTABLISHMENT,1
M4A 1W9,HOLISTIC CENTRE,5
M4A 1X1,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 1X1,DRIVE-SELF RENTAL OWNER,1
M4A 1X1,DRIVING SCHOOL OPERATOR (B),1
M4A 1X1,EATING ESTABLISHMENT,7
M4A 1X1,PERSONAL SERVICES SETTINGS,1
M4A 1X1,PLACE OF AMUSEMENT,1
M4A 1X1,PUBLIC GARAGE,25
M4A 1X1,RETAIL STORE (FOOD),6
M4A 1X1,VAPOUR PRODUCT RETAILER,1
M4A 1X2,EATING ESTABLISHMENT,1
M4A 1X3,PLUMBING & HEATING CONTRACTOR,1
M4A 1X3,PUBLIC GARAGE,1
M4A 1X3,RETAIL STORE (FOOD),2
M4A 1X4,PLUMBING & HEATING CONTRACTOR,2
M4A 1X4,PLUMBING CONTRACTOR,1
M4A 1X5,BUILDING RENOVATOR,1
M4A 1X5,EATING ESTABLISHMENT,1
M4A 1Y1,EATING ESTABLISHMENT,3
M4A 1Z8,PERSONAL SERVICES SETTINGS,1
M4A 2C7,PLUMBING & HEATING CONTRACTOR,1
M4A 2H9,BUILDING CLEANER,1
M4A 2K7,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 2K7,RETAIL STORE (FOOD),2
M4A 2K7,TEMPORARY SIGN - MOBILE,1
M4A 2L7,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 2L8,CLOTHING DROP BOX LOCATION PERMIT,2
M4A 2L8,EATING ESTABLISHMENT,16
M4A 2L8,PERSONAL SERVICES SETTINGS,4
M4A 2L8,PUBLIC GARAGE,1
M4A 2L8,RETAIL STORE (FOOD),16
M4A 2M1,DRIVE-SELF RENTAL OWNER,3
M4A 2M1,EATING ESTABLISHMENT,4
M4A 2M2,DRIVING SCHOOL OPERATOR (B),5
M4A 2M2,DRIVING SCHOOL OPERATOR (V),2
M4A 2M2,EATING ESTABLISHMENT,12
M4A 2M2,PERSONAL SERVICES SETTINGS,9
M4A 2M2,PUBLIC HALL,3
M4A 2M2,RETAIL STORE (FOOD),8
M4A 2M2,TAXICAB OWNER,1
M4A 2M5,CLOTHING DROP BOX LOCATION PERMIT,1
M4A 2M5,RETAIL STORE (FOOD),2
M4A 2N7,BUILDING RENOVATOR,1
M4A 2N7,RETAIL STORE (FOOD),1
M4A 2N8,PUBLIC HALL,3
M4A 2P3,EATING ESTABLISHMENT,1
M4A 2P8,TAXICAB OWNER,1
M4A 2P9,BUILDING RENOVATOR,1
M4A 2S2,TAXICAB OWNER,2
M4A 2S3,TOW TRUCK OWNER,4
M4A 2S6,TAXICAB BROKER,3
M4A 2S6,TAXICAB OWNER,10
M4A 2S8,EATING ESTABLISHMENT,1
M4A 2S8,PERSONAL SERVICES SETTINGS,1
M4A 2S8,RETAIL STORE (FOOD),12
M4A 2S8,THEATRE,1
M4A 2T2,BUILDING RENOVATOR,1
M4A 2T2,RETAIL STORE (FOOD),2
M4A 2T2,TOW TRUCK OWNER,1
M4A 2T3,BUILDING RENOVATOR,1
M4A 2V6,BILLIARD HALL,1
M4A 2V6,EATING ESTABLISHMENT,31
M4A 2V6,LAUNDRY,2
M4A 2V6,PERSONAL SERVICES SETTINGS,2
M4A 2V6,PLACE OF AMUSEMENT,1
M4A 2V6,RETAIL STORE (FOOD),14
M4A 2V6,SECOND HAND SHOP,6
M4A 2V6,TEMPORARY MOBILE FIREWORKS VENDOR,5
M4A 2V6,TEMPORARY SIGN - MOBILE,9
M4A 2X4,PERSONAL SERVICES SETTINGS,3
M4A 2X4,RETAIL STORE (FOOD),4
M4A 2X8,BUILDING RENOVATOR,1
M4B,BUILDING CLEANER,1
M4B,BUILDING RENOVATOR,44
M4B,DRAIN CONTRACTOR,1
M4B,DRAIN LAYER,3
M4B,DRIVING INSTRUCTOR (V),14
M4B,HAWKER/PEDLAR ON FOOT,3
M4B,HEATING CONTRACTOR,2
M4B,LIMOUSINE OWNER,7
M4B,MASTER HEATING INSTALLER,8
M4B,MASTER PLUMBER,17
M4B,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4B,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,7
M4B,PLUMBING & HEATING CONTRACTOR,1
M4B,PLUMBING CONTRACTOR,4
M4B,TAXICAB OWNER,43
M4B,TORONTO TAXICAB OWNER,1
M4B,TOW TRUCK OWNER,13
M4B 1A1,BUILDING RENOVATOR,2
M4B 1A4,BUILDING RENOVATOR,2
M4B 1A5,RETAIL STORE (FOOD),1
M4B 1A5,TAXICAB OWNER,2
M4B 1A9,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 1A9,EATING ESTABLISHMENT,3
M4B 1A9,LAUNDRY,6
M4B 1A9,PERSONAL SERVICES SETTINGS,1
M4B 1A9,RETAIL STORE (FOOD),7
M4B 1C1,BUILDING RENOVATOR,1
M4B 1E2,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 1E2,PUBLIC HALL,1
M4B 1E3,PUBLIC GARAGE,4
M4B 1E3,TOW TRUCK OWNER,5
M4B 1G1,PLUMBING & HEATING CONTRACTOR,1
M4B 1G6,BUILDING RENOVATOR,1
M4B 1G6,PLUMBING CONTRACTOR,1
M4B 1H9,HEATING CONTRACTOR,1
M4B 1J1,BUILDING RENOVATOR,3
M4B 1J3,BUILDING RENOVATOR,2
M4B 1J8,BUILDING RENOVATOR,1
M4B 1K1,BUILDING RENOVATOR,1
M4B 1K1,LIMOUSINE SERVICE COMPANY,1
M4B 1K9,BUILDING RENOVATOR,1
M4B 1L5,PLUMBING CONTRACTOR,1
M4B 1M5,RETAIL STORE (FOOD),1
M4B 1M6,EATING ESTABLISHMENT,12
M4B 1M8,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 1N1,RETAIL STORE (FOOD),7
M4B 1N3,PUBLIC GARAGE,5
M4B 1N4,EATING ESTABLISHMENT,5
M4B 1N4,HOLISTIC CENTRE,2
M4B 1N4,PERSONAL SERVICES SETTINGS,6
M4B 1N4,RETAIL STORE (FOOD),3
M4B 1N4,SIDEWALK CAFE,1
M4B 1N4,VAPOUR PRODUCT RETAILER,1
M4B 1N5,EATING ESTABLISHMENT,11
M4B 1N5,LAUNDRY,9
M4B 1N5,PERSONAL SERVICES SETTINGS,5
M4B 1N5,RETAIL STORE (FOOD),7
M4B 1N5,SECOND HAND SHOP,1
M4B 1N5,SIDEWALK CAFE,1
M4B 1N5,TEMPORARY SIGN - MOBILE,1
M4B 1N9,PUBLIC GARAGE,8
M4B 1N9,SECOND HAND SHOP,1
M4B 1P1,BUILDING RENOVATOR,1
M4B 1P1,PLUMBING CONTRACTOR,1
M4B 1P2,PERSONAL SERVICES SETTINGS,3
M4B 1P2,PET SHOP,1
M4B 1P2,RETAIL STORE (FOOD),1
M4B 1P2,VAPOUR PRODUCT RETAILER,1
M4B 1R1,BUILDING RENOVATOR,1
M4B 1R1,PLUMBING CONTRACTOR,1
M4B 1R8,BUILDING RENOVATOR,1
M4B 1S8,BUILDING RENOVATOR,1
M4B 1T8,PUBLIC HALL,1
M4B 1W6,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4B 1X2,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 1X2,RETAIL STORE (FOOD),2
M4B 1X4,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 1X4,EATING ESTABLISHMENT,1
M4B 1X4,RETAIL STORE (FOOD),1
M4B 1Y2,EATING ESTABLISHMENT,1
M4B 1Y2,LAUNDRY,1
M4B 1Y6,BUILDING RENOVATOR,2
M4B 1Y6,DRAIN CONTRACTOR,1
M4B 1Y6,SECOND HAND SALVAGE SHOP,1
M4B 1Y7,LAUNDRY,1
M4B 1Y9,RETAIL STORE (FOOD),1
M4B 1Z1,DRIVE-SELF RENTAL OWNER,1
M4B 1Z1,PUBLIC GARAGE,7
